QueryName,ResponseName,ReleaseDate,RequiredAge,DemoCount,DeveloperCount,DLCCount,Metacritic,MovieCount,PackageCount,RecommendationCount,PublisherCount,ScreenshotCount,SteamSpyOwners,SteamSpyOwnersVariance,SteamSpyPlayersEstimate,SteamSpyPlayersVariance,AchievementCount,AchievementHighlightedCount,ControllerSupport,IsFree,FreeVerAvail,PurchaseAvail,SubscriptionAvail,PlatformWindows,PlatformLinux,PlatformMac,CategorySinglePlayer,CategoryMultiplayer,CategoryCoop,CategoryMMO,CategoryInAppPurchase,CategoryIncludeSrcSDK,CategoryIncludeLevelEditor,CategoryVRSupport,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceCurrency,PriceInitial,PriceFinal
Safecracker: The Ultimate Puzzle Adventure,Safecracker: The Ultimate Puzzle Adventure,Aug 29 2007,0,0,1,0,69,1,2,321,1,5,89854,7845,41788,5350,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Painkiller Overdose,Painkiller Overdose,Oct 30 2007,17,1,1,0,65,2,2,374,1,15,256111,13241,67794,6814,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,1.24
Bejeweled 2 Deluxe,Bejeweled 2 Deluxe,Aug 30 2006,0,1,1,0,0,0,2,0,1,5,53805,6071,35870,4957,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Chuzzle Deluxe,Chuzzle Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,37663,5079,22419,3919,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Insaniquarium! Deluxe,Insaniquarium Deluxe,Aug 30 2006,0,1,1,0,0,0,2,414,1,5,86626,7703,67077,6778,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Zuma Deluxe,Zuma Deluxe,Aug 30 2006,0,1,1,0,0,0,2,118,1,5,55598,6171,34614,4869,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
AstroPop Deluxe,AstroPop Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,26544,4264,11478,2804,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Bejeweled Deluxe,Bejeweled Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,3,36587,5006,16141,3325,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Big Money! Deluxe,Big Money! Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,3,26006,4220,12196,2890,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Dynomite! Deluxe,Dynomite Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,3,27799,4364,10402,2669,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Feeding Frenzy 2: Shipwreck Showdown Deluxe,Feeding Frenzy 2 Deluxe,Aug 30 2006,0,1,1,0,0,0,1,159,1,5,124110,9219,42327,5384,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Hammer Heads Deluxe,Hammer Heads Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,25826,4206,9147,2503,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Heavy Weapon Deluxe,Heavy Weapon Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,40712,5281,18473,3557,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Iggle Pop! Deluxe,Iggle Pop Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,24930,4132,7712,2298,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Pizza Frenzy,Pizza Frenzy Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,27261,4321,10940,2737,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Rocket Mania! Deluxe,Rocket Mania Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,3,26544,4264,9147,2503,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Typer Shark! Deluxe,Typer Shark! Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,4,28158,4392,10223,2646,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Talismania Deluxe,Talismania Deluxe,Aug 30 2006,0,1,1,0,0,0,1,0,1,5,26006,4220,8071,2351,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Peggle Deluxe,Peggle Deluxe,Mar 6 2007,0,1,1,0,0,0,3,682,1,9,303818,14421,222752,12350,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Peggle Extreme,Peggle Extreme,Sep 11 2007,0,0,1,0,0,0,0,618,1,5,203024,11790,89675,7837,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False, ,0.0,0.0
Venice,Venice Deluxe,Jun 25 2007,0,1,1,0,0,0,1,0,1,10,24750,4117,8609,2428,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Mystery P.I.: The Lottery Ticket,Mystery P.I.(tm) - The Lottery Ticket,Oct 16 2007,0,1,1,0,0,0,2,0,1,5,27261,4321,9506,2551,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Amazing Adventures: The Lost Tomb,Amazing Adventures The Lost Tomb(tm),Dec 13 2007,0,1,1,0,0,0,1,0,1,12,27261,4321,8250,2377,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Mystery PI: The Vegas Heist,Mystery P.I.(tm) - The Vegas Heist,Jun 5 2008,0,1,1,0,0,0,2,0,1,10,26723,4278,8071,2351,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Amazing Adventures Around the World,Amazing Adventures Around the World,Apr 15 2009,0,1,1,0,0,0,1,0,1,12,25647,4191,12016,2869,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Peggle Nights,Peggle(tm) Nights,Oct 15 2008,0,0,1,0,76,0,3,248,1,12,209839,11986,131643,9495,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Bejeweled Twist,Bejeweled Twist,Nov 18 2008,0,1,1,0,78,1,1,0,1,10,36049,4969,20087,3709,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,USD,4.99,4.99
Mystery P.I.: The New York Fortune,Mystery P.I.(tm) - The New York Fortune,Jan 28 2009,0,1,1,0,0,0,1,0,1,10,24392,4087,6815,2160,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
The Wizard's Pen,The Wizards Pen(tm),Feb 18 2009,0,1,1,0,0,0,1,0,1,14,24212,4072,10402,2669,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Plants vs. Zombies: Game of the Year,Plants vs. Zombies GOTY Edition,May 5 2009,0,1,1,0,87,2,1,6207,1,10,1169180,28257,1049195,26772,21,10,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
Escape Rosecliff Island,Escape Rosecliff Island,Apr 15 2009,0,1,1,0,0,0,1,124,1,8,116398,8928,27440,4335,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Mystery P.I.: Lost in Los Angeles,Mystery P.I. - Lost in Los Angeles,Jul 27 2009,0,1,1,0,0,0,1,0,1,9,18294,3540,7174,2217,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Zuma's Revenge,Zumas Revenge!,Sep 15 2009,0,1,1,0,78,1,1,225,1,12,102767,8389,52011,5969,14,10,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,USD,4.99,4.99
Sniper Elite,Sniper Elite,Jul 16 2009,0,0,1,0,76,1,2,866,1,14,421292,16979,273508,13684,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Judge Dredd: Dredd vs Death,Judge Dredd: Dredd vs. Death,Mar 26 2009,0,0,1,0,55,0,1,425,1,6,62772,6557,31207,4623,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,7.99,7.99
Evil Genius,Evil Genius,Jun 22 2009,0,0,1,0,75,0,1,1195,1,10,220241,12280,162849,10560,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Aliens versus Predator Classic 2000,Aliens versus Predator Classic 2000,Jan 15 2010,17,0,1,0,0,1,1,1084,1,12,184013,11225,145453,9980,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,4.99,4.99
Advent Rising,Advent Rising,Sep 14 2006,0,0,1,0,70,0,1,226,1,5,47169,5684,25826,4206,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
BloodRayne,BloodRayne,Sep 14 2006,17,0,1,0,65,2,1,307,1,4,66718,6760,36767,5018,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
BloodRayne 2,BloodRayne 2,Sep 14 2006,17,1,1,0,67,2,1,224,1,5,67256,6787,31566,4650,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Psychonauts,Psychonauts,Oct 11 2006,0,0,1,0,87,1,3,5130,1,7,1413633,31060,758828,22777,37,10,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Sid Meier's Civilization IV,Sid Meiers Civilization(r) IV,Oct 25 2006,0,0,1,0,94,0,2,887,1,5,1422601,31158,596158,20193,0,0,False,False,False,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,19.99,19.99
Sid Meier's Civilization III: Complete,Sid Meiers Civilization(r) III Complete,Oct 25 2006,0,0,1,0,90,0,1,1328,1,5,1097619,27381,412145,16794,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
Sid Meier's Pirates!,Sid Meiers Pirates!,Jul 11 2005,0,0,1,0,88,0,1,1641,1,5,800437,23392,388471,16305,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
Shattered Union,Shattered Union,Oct 25 2006,0,0,1,0,67,1,1,0,1,5,41788,5350,17038,3416,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
CivCity: Rome,CivCity: Rome,Apr 6 2007,0,0,2,0,67,0,1,143,1,13,75686,7200,48424,5759,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Sid Meier's Civilization IV: Warlords,Civilization IV(r): Warlords,Apr 6 2007,0,0,1,0,84,0,2,0,1,5,1174560,28322,184371,11236,0,0,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,USD,4.99,4.99
Garry's Mod,Garrys Mod,Nov 29 2006,0,0,1,0,0,0,1,237684,1,15,12790674,91953,11871328,88702,29,10,False,False,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,USD,9.99,9.99
Poker Superstars II,Poker Superstars II,Oct 5 2006,0,1,1,0,0,0,1,0,1,5,3228,1487,2690,1357,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,USD,9.99,9.99
Race: The WTCC Game,RACE - The WTCC Game,Nov 24 2006,0,0,1,0,0,0,1,126,1,13,250551,13097,144914,9962,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,39.99,39.99
RACE: Caterham Expansion,RACE: Caterham Expansion,Jun 22 2007,0,0,1,0,0,0,2,0,1,4,138996,9756,17576,3470,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,USD,4.99,4.99
RoboBlitz,RoboBlitz,Nov 7 2006,0,1,1,0,80,0,1,0,1,5,36408,4994,10761,2715,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,USD,9.99,9.99
Silverfall,Silverfall,Mar 20 2007,0,1,1,0,62,1,2,0,1,14,38201,5115,20805,3775,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
City Life 2008,City Life 2008,Sep 29 2008,0,0,1,0,0,1,1,0,1,12,24212,4072,13631,3055,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,USD,9.99,9.99
Silverfall: Earth Awakening,Silverfall: Earth Awakening,Jul 18 2008,0,0,1,0,0,0,2,0,1,11,33897,4818,12554,2932,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,USD,9.99,9.99
S.T.A.L.K.E.R.: Shadow of Chernobyl,S.T.A.L.K.E.R.: Shadow of Chernobyl,Mar 20 2007,17,0,1,0,82,0,2,4657,1,17,1029825,26525,719909,22187,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,USD,19.99,19.99
Full Spectrum Warrior,Full Spectrum Warrior,Jul 17 2007,0,0,1,0,80,0,2,104,1,9,111376,8734,33180,4767,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Full Spectrum Warrior: Ten Hammers,Full Spectrum Warrior: Ten Hammers,Jul 17 2007,0,0,1,0,70,0,2,0,1,7,108686,8628,19370,3642,0,0,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,USD,9.99,9.99
Titan Quest,Titan Quest,Jun 26 2007,0,1,1,0,77,1,1,2218,1,16,1594238,32977,925265,25146,0,0,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0
Titan Quest: Immortal Throne,Titan Quest - Immortal Throne,Mar 5 2007,0,0,1,0,80,1,1,2216,1,9,1047402,26749,566386,19683,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False, ,0.0,0.0
